operator,scenario,score,rank,in_top_k
维娜·维多利亚,perturb_035,58.3521060045,28.0,False
缄默德克萨斯,perturb_035,31.9161342868,48.0,False
缇缇,perturb_035,37.811104237,44.0,False
缪尔赛思,perturb_035,40.0428370796,43.0,False
能天使,perturb_035,70.6775150883,10.0,True
艾雅法拉,perturb_035,26.8395016618,53.0,False
荒芜拉普兰德,perturb_035,62.0796697995,20.0,False
诗怀雅,perturb_035,29.1133342449,52.0,False
谬因,perturb_035,35.4508178252,46.0,False
贝洛内,perturb_035,43.9472916608,38.0,False
赤刃明霄陈,perturb_035,70.0472416818,11.0,False
逻各斯,perturb_035,65.0991030984,16.0,False
酒神,perturb_035,61.5196777612,22.0,False
重岳,perturb_035,55.705593658,31.0,False
铃兰,perturb_035,31.0840479488,49.0,False
银灰,perturb_035,46.6839507309,34.0,False
锏,perturb_035,32.7468203521,47.0,False
阿米娅,perturb_035,76.1452684342,5.0,True
陈,perturb_035,18.4025958058,58.0,False
霍尔海雅,perturb_035,18.5015495988,57.0,False
黍,perturb_035,36.159630725,45.0,False
Mon3tr,perturb_036,58.9555427181,24.0,False
W,perturb_036,60.390625,22.0,False
予愿安洁莉娜,perturb_036,75.4138361949,7.0,True
令,perturb_036,58.4427553246,26.0,False
伊芙利特,perturb_036,23.739449162,55.0,False
余,perturb_036,27.3302011878,53.0,False
佩佩,perturb_036,38.9693128368,43.0,False
凛御银灰,perturb_036,76.8295189803,4.0,True
凯尔希,perturb_036,66.4236262271,15.0,False
凯尔希·思衡托,perturb_036,83.2672912621,3.0,True
史尔特尔,perturb_036,66.0362697887,16.0,False
司霆惊蛰,perturb_036,43.6326199554,35.0,False
塑心,perturb_036,40.4440299764,41.0,False
塞雷娅,perturb_036,75.6603049748,6.0,True
夕,perturb_036,21.6566592329,56.0,False
夜莺,perturb_036,15.8518950372,59.0,False
娜斯提,perturb_036,36.5168417588,44.0,False
年,perturb_036,15.627234443,60.0,False
幽灵鲨,perturb_036,44.739038785,34.0,False
归溟幽灵鲨,perturb_036,53.9883332738,31.0,False
德克萨斯,perturb_036,56.4738145319,28.0,False
怒潮凛冬,perturb_036,27.9079862644,52.0,False
拉普兰德,perturb_036,39.6960802999,42.0,False
斩业星熊,perturb_036,59.6077203496,23.0,False
斯卡蒂,perturb_036,42.8119086097,37.0,False
新约能天使,perturb_036,94.4934604939,1.0,True
望,perturb_036,66.6347059272,14.0,False
棘刺,perturb_036,67.961677503,13.0,False
死芒,perturb_036,57.5186315793,27.0,False
泥岩,perturb_036,58.494260166,25.0,False
浊心斯卡蒂,perturb_036,70.0785013349,10.0,True
温蒂,perturb_036,43.4686026316,36.0,False
焰狐龙梓兰,perturb_036,71.406154293,9.0,True
煌,perturb_036,26.7663307369,54.0,False
玛恩纳,perturb_036,69.466660885,11.0,False
真言,perturb_036,53.8033100231,32.0,False
纯烬艾雅法拉,perturb_036,61.6070785866,21.0,False
结城理,perturb_036,64.5981817461,18.0,False
维什戴尔,perturb_036,92.1633853561,2.0,True
维娜·维多利亚,perturb_036,62.9989199188,19.0,False
缄默德克萨斯,perturb_036,35.3844162322,45.0,False
缇缇,perturb_036,32.5550237046,47.0,False
缪尔赛思,perturb_036,40.7391065084,40.0,False
能天使,perturb_036,69.0361535511,12.0,False
艾雅法拉,perturb_036,28.017941165,51.0,False
荒芜拉普兰德,perturb_036,62.4386931611,20.0,False
诗怀雅,perturb_036,30.7175148612,50.0,False
谬因,perturb_036,31.2405768848,49.0,False
贝洛内,perturb_036,41.7702334272,38.0,False
赤刃明霄陈,perturb_036,71.7169720114,8.0,True
逻各斯,perturb_036,65.577054052,17.0,False
酒神,perturb_036,56.0285360168,30.0,False
重岳,perturb_036,56.33486091,29.0,False
铃兰,perturb_036,32.1141551465,48.0,False
银灰,perturb_036,48.3680507582,33.0,False
锏,perturb_036,33.0012161266,46.0,False
阿米娅,perturb_036,75.9699310389,5.0,True
陈,perturb_036,17.1240417809,58.0,False
霍尔海雅,perturb_036,19.4299767624,57.0,False
黍,perturb_036,41.5891686708,39.0,False
Mon3tr,perturb_037,58.9745733936,25.0,False
W,perturb_037,60.390625,22.0,False
予愿安洁莉娜,perturb_037,74.6164958458,7.0,True
令,perturb_037,60.2172704612,24.0,False
伊芙利特,perturb_037,23.0045761798,55.0,False
余,perturb_037,26.8287603706,54.0,False
佩佩,perturb_037,39.8453233012,43.0,False
凛御银灰,perturb_037,77.0800146171,4.0,True
凯尔希,perturb_037,65.1322751555,18.0,False
凯尔希·思衡托,perturb_037,83.3404406077,3.0,True
史尔特尔,perturb_037,67.6866054457,13.0,False
司霆惊蛰,perturb_037,44.2578350873,36.0,False
塑心,perturb_037,41.1449182668,39.0,False
塞雷娅,perturb_037,75.4072868786,6.0,True
夕,perturb_037,22.7919869708,56.0,False
夜莺,perturb_037,15.1344649402,60.0,False
娜斯提,perturb_037,37.5758663834,44.0,False
年,perturb_037,16.0542963369,59.0,False
幽灵鲨,perturb_037,46.990980702,34.0,False
归溟幽灵鲨,perturb_037,53.0827028866,32.0,False
德克萨斯,perturb_037,58.8833970038,26.0,False
怒潮凛冬,perturb_037,28.4333028372,51.0,False
拉普兰德,perturb_037,40.9859681714,40.0,False
斩业星熊,perturb_037,60.4407744336,21.0,False
斯卡蒂,perturb_037,43.802841604,37.0,False
新约能天使,perturb_037,94.308183698,1.0,True
望,perturb_037,67.1938631369,14.0,False
棘刺,perturb_037,66.3325967523,15.0,False
死芒,perturb_037,58.2156737751,28.0,False
泥岩,perturb_037,58.6099684873,27.0,False
浊心斯卡蒂,perturb_037,70.8976238368,10.0,True
温蒂,perturb_037,44.3564570314,35.0,False
焰狐龙梓兰,perturb_037,71.5345239414,8.0,True
煌,perturb_037,28.1729280666,52.0,False
玛恩纳,perturb_037,69.1928499458,12.0,False
真言,perturb_037,54.3869174051,31.0,False
纯烬艾雅法拉,perturb_037,60.3652395989,23.0,False
结城理,perturb_037,65.218476874,17.0,False
维什戴尔,perturb_037,92.3849446508,2.0,True
维娜·维多利亚,perturb_037,61.919665836,20.0,False
缄默德克萨斯,perturb_037,34.5788842013,45.0,False
缇缇,perturb_037,33.7757840963,46.0,False
缪尔赛思,perturb_037,40.6153119938,41.0,False
能天使,perturb_037,69.8435704524,11.0,False
艾雅法拉,perturb_037,27.4382444007,53.0,False
荒芜拉普兰德,perturb_037,62.5321169474,19.0,False
诗怀雅,perturb_037,29.9283879607,50.0,False
谬因,perturb_037,32.2184339302,48.0,False
贝洛内,perturb_037,42.2758699839,38.0,False
赤刃明霄陈,perturb_037,71.3291658051,9.0,True
逻各斯,perturb_037,65.3419409041,16.0,False
酒神,perturb_037,57.303890971,29.0,False
重岳,perturb_037,56.1887093181,30.0,False
铃兰,perturb_037,31.6074258594,49.0,False
银灰,perturb_037,47.5396099822,33.0,False
锏,perturb_037,32.8760740154,47.0,False
阿米娅,perturb_037,76.0561828324,5.0,True
陈,perturb_037,17.7529867791,58.0,False
霍尔海雅,perturb_037,18.9732658145,57.0,False
黍,perturb_037,39.893316909,42.0,False
Mon3tr,perturb_038,59.0377497864,24.0,False
W,perturb_038,60.390625,23.0,False
予愿安洁莉娜,perturb_038,71.969554226,7.0,True
令,perturb_038,57.2509100262,27.0,False
伊芙利特,perturb_038,24.2330233731,55.0,False
余,perturb_038,25.1641204583,54.0,False
佩佩,perturb_038,42.7534271743,39.0,False
凛御银灰,perturb_038,77.9115883954,4.0,True
凯尔希,perturb_038,67.2909565032,15.0,False
凯尔希·思衡托,perturb_038,81.1105990213,3.0,True
史尔特尔,perturb_038,64.9278290924,18.0,False
司霆惊蛰,perturb_038,46.3333702783,34.0,False
塑心,perturb_038,43.4716666729,36.0,False
塞雷娅,perturb_038,75.8302434679,6.0,True
夕,perturb_038,20.8941213437,56.0,False
夜莺,perturb_038,16.3337538112,59.0,False
娜斯提,perturb_038,41.0915248574,41.0,False
年,perturb_038,15.3404001975,60.0,False
幽灵鲨,perturb_038,43.2265318862,37.0,False
归溟幽灵鲨,perturb_038,50.0762693524,32.0,False
德克萨斯,perturb_038,54.8554290468,31.0,False
怒潮凛冬,perturb_038,30.1772034207,51.0,False
拉普兰德,perturb_038,38.8297327757,43.0,False
斩业星熊,perturb_038,63.2062754255,19.0,False
斯卡蒂,perturb_038,42.146352816,40.0,False
新约能天使,perturb_038,94.1428929392,1.0,True
望,perturb_038,69.0501049437,13.0,False
棘刺,perturb_038,69.0558424349,12.0,False
死芒,perturb_038,60.5296542489,22.0,False
泥岩,perturb_038,58.4165451802,25.0,False
浊心斯卡蒂,perturb_038,69.5283413038,11.0,False
温蒂,perturb_038,42.872279123,38.0,False
焰狐龙梓兰,perturb_038,71.960674412,8.0,True
煌,perturb_038,25.8215958177,53.0,False
玛恩纳,perturb_038,69.6505647999,10.0,True
真言,perturb_038,56.3243267821,28.0,False
纯烬艾雅法拉,perturb_038,56.2426897931,29.0,False
结城理,perturb_038,67.2776790606,16.0,False
维什戴尔,perturb_038,92.0145760289,2.0,True
维娜·维多利亚,perturb_038,58.3368513539,26.0,False
缄默德克萨斯,perturb_038,31.9047485437,49.0,False
缇缇,perturb_038,37.8283589999,45.0,False
缪尔赛思,perturb_038,39.5715144353,42.0,False
能天使,perturb_038,68.4938555352,14.0,False
艾雅法拉,perturb_038,28.4072919509,52.0,False
荒芜拉普兰德,perturb_038,61.9022713509,20.0,False
诗怀雅,perturb_038,31.2475284783,50.0,False
谬因,perturb_038,35.4646392856,46.0,False
贝洛内,perturb_038,43.9544385498,35.0,False
赤刃明霄陈,perturb_038,70.0417602588,9.0,True
逻各斯,perturb_038,65.7349667653,17.0,False
酒神,perturb_038,61.5377041876,21.0,False
重岳,perturb_038,55.7035278873,30.0,False
铃兰,perturb_038,32.4544976468,48.0,False
银灰,perturb_038,48.9244693672,33.0,False
锏,perturb_038,33.085267276,47.0,False
阿米娅,perturb_038,75.9120004005,5.0,True
陈,perturb_038,16.701613635,58.0,False
霍尔海雅,perturb_038,19.7367246648,57.0,False
黍,perturb_038,37.9575262597,44.0,False
Mon3tr,perturb_039,59.0089406033,25.0,False
W,perturb_039,60.390625,21.0,False
予愿安洁莉娜,perturb_039,73.1765909449,7.0,True
令,perturb_039,56.8723977774,28.0,False
伊芙利特,perturb_039,24.3897751637,55.0,False
余,perturb_039,25.9232159679,53.0,False
佩佩,perturb_039,41.4272973758,40.0,False
凛御银灰,perturb_039,77.5323809066,4.0,True
凯尔希,perturb_039,67.5664076324,15.0,False
凯尔希·思衡托,perturb_039,83.1336888243,3.0,True
史尔特尔,perturb_039,64.5758048983,18.0,False
司霆惊蛰,perturb_039,45.3869016565,34.0,False
塑心,perturb_039,42.4106418506,38.0,False
塞雷娅,perturb_039,75.8842133927,6.0,True
夕,perturb_039,20.6519507099,56.0,False
夜莺,perturb_039,16.4867849541,59.0,False
娜斯提,perturb_039,39.4883429673,43.0,False
年,perturb_039,15.2493059292,60.0,False
幽灵鲨,perturb_039,42.7461823069,36.0,False
归溟幽灵鲨,perturb_039,51.4472386407,32.0,False
德克萨斯,perturb_039,54.3414540114,31.0,False
怒潮凛冬,perturb_039,29.3819641066,51.0,False
拉普兰德,perturb_039,38.5545937538,44.0,False
斩业星熊,perturb_039,61.9451742293,20.0,False
斯卡蒂,perturb_039,41.9349822459,39.0,False
新约能天使,perturb_039,94.0291275763,1.0,True
望,perturb_039,68.2036367016,14.0,False
棘刺,perturb_039,69.4033328596,11.0,False
死芒,perturb_039,59.474451755,24.0,False
泥岩,perturb_039,58.3918640625,26.0,False
浊心斯卡蒂,perturb_039,69.3536187028,12.0,False
温蒂,perturb_039,42.6828956917,37.0,False
焰狐龙梓兰,perturb_039,71.7663447517,8.0,True
煌,perturb_039,25.521562131,54.0,False
玛恩纳,perturb_039,69.7089699339,10.0,True
真言,perturb_039,55.440845167,30.0,False
纯烬艾雅法拉,perturb_039,58.1226213162,27.0,False
结城理,perturb_039,66.3386584822,16.0,False
维什戴尔,perturb_039,91.9673164112,2.0,True
维娜·维多利亚,perturb_039,59.9706571788,22.0,False
缄默德克萨斯,perturb_039,33.1241860658,47.0,False
缇缇,perturb_039,35.9803368607,45.0,False
缪尔赛思,perturb_039,39.9114278944,41.0,False
能天使,perturb_039,68.3216297927,13.0,False
艾雅法拉,perturb_039,28.5309439397,52.0,False
荒芜拉普兰德,perturb_039,62.5743445786,19.0,False
诗怀雅,perturb_039,31.4158528795,50.0,False
谬因,perturb_039,33.984331208,46.0,False
贝洛内,perturb_039,43.1889914092,35.0,False
赤刃明霄陈,perturb_039,70.628832431,9.0,True
逻各斯,perturb_039,65.7851174823,17.0,False
酒神,perturb_039,59.6070352318,23.0,False
重岳,perturb_039,55.9247763644,29.0,False
铃兰,perturb_039,32.5625853369,49.0,False
银灰,perturb_039,49.101179599,33.0,False
锏,perturb_039,33.1119606645,48.0,False
阿米娅,perturb_039,75.8936024959,5.0,True
陈,perturb_039,16.5674567711,58.0,False
霍尔海雅,perturb_039,19.8341432128,57.0,False
黍,perturb_039,39.4917420137,42.0,False
Mon3tr,perturb_040,58.9916546049,26.0,False
W,perturb_040,60.390625,23.0,False
予愿安洁莉娜,perturb_040,73.9008334439,7.0,True
令,perturb_040,60.6931720804,22.0,False
伊芙利特,perturb_040,22.8074929119,56.0,False
余,perturb_040,26.3786861456,54.0,False
佩佩,perturb_040,40.6315970094,41.0,False
凛御银灰,perturb_040,77.304849983,4.0,True
凯尔希,perturb_040,64.7859517834,18.0,False
凯尔希·思衡托,perturb_040,82.6863447108,3.0,True
史尔特尔,perturb_040,68.1292037619,13.0,False
司霆惊蛰,perturb_040,44.8190044342,35.0,False
塑心,perturb_040,41.7740089655,39.0,False
塞雷娅,perturb_040,75.3394307532,6.0,True
夕,perturb_040,23.096466937,55.0,False
夜莺,perturb_040,14.9420596246,60.0,False
娜斯提,perturb_040,38.5264066481,44.0,False
年,perturb_040,16.1688287196,59.0,False
幽灵鲨,perturb_040,47.5949219041,33.0,False
归溟幽灵鲨,perturb_040,52.2698434612,32.0,False
德克萨斯,perturb_040,59.5296153292,24.0,False
怒潮凛冬,perturb_040,28.9048070332,51.0,False
拉普兰德,perturb_040,41.3318991325,40.0,False
斩业星熊,perturb_040,61.188492127,20.0,False
斯卡蒂,perturb_040,44.0685967992,37.0,False
新约能天使,perturb_040,94.2662903257,1.0,True
望,perturb_040,67.6957414028,14.0,False
棘刺,perturb_040,65.8956987224,15.0,False
死芒,perturb_040,58.8413123655,27.0,False
泥岩,perturb_040,58.6409999371,28.0,False
浊心斯卡蒂,perturb_040,71.1173017178,9.0,True
温蒂,perturb_040,44.5945679034,36.0,False
焰狐龙梓兰,perturb_040,71.6497436603,8.0,True
煌,perturb_040,28.5501589692,52.0,False
玛恩纳,perturb_040,69.1194174533,12.0,False
真言,perturb_040,54.9107412167,31.0,False
纯烬艾雅法拉,perturb_040,59.2506121081,25.0,False
结城理,perturb_040,65.7752302122,16.0,False
维什戴尔,perturb_040,92.4443639395,2.0,True
维娜·维多利亚,perturb_040,60.9509683782,21.0,False
缄默德克萨斯,perturb_040,33.855869257,46.0,False
缇缇,perturb_040,34.8714922403,45.0,False
缪尔赛思,perturb_040,40.4424732512,42.0,False
能天使,perturb_040,70.0601090453,11.0,False
艾雅法拉,perturb_040,27.2827773534,53.0,False
荒芜拉普兰德,perturb_040,62.344844265,19.0,False
诗怀雅,perturb_040,29.7167545055,50.0,False
谬因,perturb_040,33.0961212598,47.0,False
贝洛内,perturb_040,42.7297101452,38.0,False
赤刃明霄陈,perturb_040,70.9810856893,10.0,True
逻各斯,perturb_040,65.2788866503,17.0,False
酒神,perturb_040,58.44860112,29.0,False
重岳,perturb_040,56.0575292023,30.0,False
铃兰,perturb_040,31.4715277297,49.0,False
银灰,perturb_040,47.3174330626,34.0,False
锏,perturb_040,32.8425125472,48.0,False
阿米娅,perturb_040,76.079314429,5.0,True
陈,perturb_040,17.921661555,58.0,False
霍尔海雅,perturb_040,18.8507819454,57.0,False
黍,perturb_040,38.8541448973,43.0,False
Mon3tr,perturb_041,58.9769626562,26.0,False
W,perturb_041,60.390625,24.0,False
予愿安洁莉娜,perturb_041,74.5163913867,7.0,True
令,perturb_041,63.4222790087,17.0,False
伊芙利特,perturb_041,21.6772985813,56.0,False
余,perturb_041,26.7658054959,53.0,False
佩佩,perturb_041,39.9553046332,42.0,False
凛御银灰,perturb_041,77.1114638348,4.0,True
凯尔希,perturb_041,62.7999246802,20.0,False
凯尔希·思衡托,perturb_041,80.1678412672,3.0,True
史尔特尔,perturb_041,70.6673294632,12.0,False
司霆惊蛰,perturb_041,44.3363295754,37.0,False
塑心,perturb_041,41.232913366,40.0,False
塞雷娅,perturb_041,74.9503028021,6.0,True
夕,perturb_041,24.8425387126,55.0,False
夜莺,perturb_041,13.8386914942,60.0,False
娜斯提,perturb_041,37.7088247709,44.0,False
年,perturb_041,16.8256264833,59.0,False
幽灵鲨,perturb_041,51.0582850286,33.0,False
归溟幽灵鲨,perturb_041,52.9690028336,32.0,False
德克萨斯,perturb_041,63.2354209787,19.0,False
怒潮凛冬,perturb_041,28.4992552644,52.0,False
拉普兰德,perturb_041,43.3156759143,38.0,False
斩业星熊,perturb_041,60.5453626795,23.0,False
斯卡蒂,perturb_041,45.5925973807,36.0,False
新约能天使,perturb_041,94.8300416283,1.0,True
望,perturb_041,67.2640641873,14.0,False
棘刺,perturb_041,63.3902619009,18.0,False
死芒,perturb_041,58.303186005,28.0,False
泥岩,perturb_041,58.8189529873,27.0,False
浊心斯卡蒂,perturb_041,72.3770671878,8.0,True
温蒂,perturb_041,45.9600392618,35.0,False
焰狐龙梓兰,perturb_041,71.5506404896,9.0,True
煌,perturb_041,30.7134284949,49.0,False
玛恩纳,perturb_041,68.6983112503,13.0,False
真言,perturb_041,54.4601881249,31.0,False
纯烬艾雅法拉,perturb_041,60.2093292399,25.0,False
结城理,perturb_041,65.2963536656,15.0,False
维什戴尔,perturb_041,92.7851099797,2.0,True
维娜·维多利亚,perturb_041,61.7841676811,21.0,False
缄默德克萨斯,perturb_041,34.4777512932,45.0,False
缇缇,perturb_041,33.9290480805,46.0,False
缪尔赛思,perturb_041,40.8390299203,41.0,False
能天使,perturb_041,71.3018719439,10.0,True
艾雅法拉,perturb_041,26.3912355327,54.0,False
荒芜拉普兰德,perturb_041,61.3471299563,22.0,False
诗怀雅,perturb_041,28.5031206249,51.0,False
谬因,perturb_041,32.3412018932,48.0,False
贝洛内,perturb_041,42.3393516251,39.0,False
赤刃明霄陈,perturb_041,71.2804775247,11.0,False
逻各斯,perturb_041,64.9172955272,16.0,False
酒神,perturb_041,57.4640091914,29.0,False
重岳,perturb_041,56.170360283,30.0,False
铃兰,perturb_041,30.6922058858,50.0,False
银灰,perturb_041,46.0433365982,34.0,False
锏,perturb_041,32.6500508457,47.0,False
阿米娅,perturb_041,76.2119649556,5.0,True
陈,perturb_041,18.8889444576,57.0,False
霍尔海雅,perturb_041,18.1483855632,58.0,False
黍,perturb_041,38.3936436694,43.0,False
Mon3tr,perturb_042,58.9331077066,25.0,False
W,perturb_042,60.390625,24.0,False
予愿安洁莉娜,perturb_042,76.353810183,5.0,True
令,perturb_042,63.8250651315,18.0,False
伊芙利特,perturb_042,21.5104943466,56.0,False
余,perturb_042,27.9213431327,52.0,False
佩佩,perturb_042,37.9365956906,43.0,False
凛御银灰,perturb_042,76.5342129883,4.0,True
凯尔希,perturb_042,62.5068089548,22.0,False
凯尔希·思衡托,perturb_042,81.8234362402,3.0,True
史尔特尔,perturb_042,71.0419288605,12.0,False
司霆惊蛰,perturb_042,42.8955621086,38.0,False
塑心,perturb_042,39.6177620442,42.0,False
塞雷娅,perturb_042,74.8928718026,7.0,True
夕,perturb_042,25.1002396746,55.0,False
夜莺,perturb_042,13.6758465112,60.0,False
娜斯提,perturb_042,35.2683716406,45.0,False
年,perturb_042,16.922562599,59.0,False
幽灵鲨,perturb_042,51.5694392786,33.0,False
归溟幽灵鲨,perturb_042,55.055968955,30.0,False
德克萨斯,perturb_042,63.782357075,19.0,False
怒潮凛冬,perturb_042,27.288697507,53.0,False
拉普兰德,perturb_042,43.608459517,37.0,False
斩业星熊,perturb_042,58.625643912,27.0,False
斯卡蒂,perturb_042,45.8175230804,36.0,False
